paperid,institutionid,authorids,year
W4381925111,I172901346,['A5028284314' 'A5069555268' 'A5065059341' 'A5083808886'],2023
W2132890391,I172901346,['A5103084126'],2015
W2434098411,I172901346,['A5067001314' 'A5063649629' 'A5090699168' 'A5029524202'],2016
W2918618943,I172901346,['A5032319613' 'A5080212270' 'A5089680315'],2019
W2460585006,I172901346,['A5083501821' 'A5023158169'],2016
W3101201948,I172901346,['A5011097704'],2015
W2556582578,I172901346,['A5067681717' 'A5032054370'],2016
W2580606820,I172901346,['A5004553633' 'A5019642336'],2016
W2736312373,I172901346,['A5024951898' 'A5058245127' 'A5052703918' 'A5089326836'],2015
W2745982473,I172901346,['A5048582814' 'A5064244702' 'A5113604928' 'A5012450240' 'A5050965197'],2017
W2771865347,I172901346,['A5060804143'],2017
W2783383411,I172901346,['A5055700936'],2018
W3045432765,I172901346,['A5083624875'],2020
W2343512854,I172901346,['A5076765056'],2016
W2541854681,I172901346,['A5017233935'],2016
W2964066553,I172901346,['A5082598900'],2019
W3034225562,I172901346,['A5027573396' 'A5081099918'],2020
W3112449147,I172901346,['A5085430574'],2020
W3127574960,I172901346,['A5056171222' 'A5032329187' 'A5040503355'],2020
W4381938475,I172901346,['A5075345686'],2023
W4386736672,I172901346,['A5015779508' 'A5055499288' 'A5035306465' 'A5068323267'],2023
W4386743530,I172901346,['A5032992099' 'A5044571888'],2023
W4392859881,I172901346,['A5086790197' 'A5055201925' 'A5018629326' 'A5094166662'],2024
W4392864359,I172901346,['A5046383624' 'A5020738171'],2024
W4400848328,I172901346,"['A5003024384' 'A5066776856' 'A5019246646' 'A5068515050' 'A5091108959'
 'A5036270469']",2024
W4323520001,I172901346,['A5058722857'],2023
W2546631652,I172901346,['A5026873995' 'A5017707982'],2016
W2883253155,I172901346,['A5049610561' 'A5038906000'],2018
W2997219270,I172901346,['A5055155647' 'A5007916265' 'A5113890791' 'A5010139611' 'A5089627898'],2020
W2982558819,I172901346,['A5027898366'],2019
W3007639479,I172901346,['A5005647628'],2020
W3082634449,I172901346,['A5053904991' 'A5090007071'],2020
W3118538797,I172901346,['A5048489110'],2021
W4283829609,I172901346,['A5071558914' 'A5024510848' 'A5030157486'],2022
W2971836029,I172901346,['A5086194186' 'A5102850767' 'A5055710016' 'A5050468948'],2019
W2185024890,I172901346,['A5031501826' 'A5000986880'],2015
W2996075287,I172901346,['A5112493476'],2019
W3006665904,I172901346,['A5081757182' 'A5039484580'],2019
W4382865060,I172901346,['A5004553633'],2023
W4386607861,I172901346,['A5090448794'],2023
W4403850648,I172901346,['A5078293242'],2024
W4403873715,I172901346,['A5027107533'],2024
W4403922161,I172901346,['A5104033289' 'A5039817658'],2024
W4403922534,I172901346,['A5114468408' 'A5060340025' 'A5008766028'],2024
W2752850371,I172901346,['A5010551846' 'A5113896399' 'A5034261058'],2017
W3120847389,I172901346,['A5055537237'],2020
W2922901674,I172901346,['A5053351584'],2019
W4304184917,I172901346,['A5084069366'],2022
W4310695729,I172901346,['A5042082212'],2018
W4310830291,I172901346,['A5056110290'],2022
W4318001878,I172901346,['A5068959719'],2022
W4318999624,I172901346,['A5081347461'],2023
W4319003564,I172901346,['A5043503200'],2023
W4319733472,I172901346,['A5060264330'],2022
W4323288035,I172901346,['A5036219420'],2022
W4323288046,I172901346,['A5072538596'],2022
W4367155587,I172901346,['A5019003660'],2023
W4367622536,I172901346,['A5062386693'],2017
W2902905911,I172901346,['A5036026320'],2018
W3125177185,I172901346,['A5002887494'],2018
W2947992715,I172901346,['A5053135866'],2019
W4376454237,I172901346,['A5050229522'],2023
W4386421655,I172901346,['A5039284040' 'A5062050861' 'A5005321293' 'A5047283190'],2023
W4387334008,I172901346,['A5089372593' 'A5102716290' 'A5022633120'],2023
W4389670130,I172901346,['A5042724417'],2023
W4255691122,I172901346,['A5095612396' 'A5088230859'],2019
W4282920090,I172901346,['A5023060524'],2022
W4283261122,I172901346,['A5013085731' 'A5032971084' 'A5062216253'],2022
W2606823369,I172901346,['A5079889148' 'A5060063046'],2017
W2927004172,I172901346,['A5009209089'],2019
W3176913287,I172901346,['A5087044944'],2021
W3190928968,I172901346,['A5063623458'],2021
W2205394440,I172901346,['A5078134916'],2015
W3109843358,I172901346,['A5075948059' 'A5054002352' 'A5030276565'],2020
W4286257113,I172901346,['A5019647516'],2022
W4405249344,I172901346,['A5089077878'],2024
W4405286369,I172901346,['A5056454222' 'A5001973967'],2024
W2519205093,I172901346,['A5080151301' 'A5023368953'],2016
W4387498343,I172901346,"['A5008185864' 'A5049397410' 'A5046917386' 'A5007916265' 'A5061889494'
 'A5003897063']",2023
W2071601518,I172901346,['A5078134916'],2015
W2353942883,I172901346,['A5027480961' 'A5077647562'],2016
W4310822183,I172901346,['A5036549046'],2023
W4377143219,I172901346,['A5085770555'],2023
W2549335759,I172901346,['A5029760527' 'A5083808886' 'A5057056194' 'A5019375509'],2016
W4382139126,I172901346,"['A5055820145' 'A5113909599' 'A5055155647' 'A5064884036' 'A5058551285'
 'A5044649549']",2015
W2726955654,I172901346,['A5033523646' 'A5029442414' 'A5025198736' 'A5063649629' 'A5074800885'],2017
W4401518655,I172901346,['A5109762637'],2024
W4405335648,I172901346,['A5073470181'],2024
W4405406927,I172901346,['A5037145743' 'A5102142897' 'A5084677774'],2024
W4405458893,I172901346,['A5051380034'],2024
W2535662319,I172901346,['A5019829624'],2016
W2990726048,I172901346,['A5035075324'],2019
W2998946874,I172901346,['A5032141346'],2019
W4247770338,I172901346,['A5085691989'],2016
W2331881868,I172901346,['A5017031982' 'A5010528189'],2015
W2339439760,I172901346,['A5068463522' 'A5086293461' 'A5025565201' 'A5019336215'],2015
W2340436119,I172901346,['A5068463522' 'A5086293461' 'A5025565201' 'A5019336215'],2015
W2578728275,I172901346,['A5019040279' 'A5000407602'],2016
W1957590622,I172901346,['A5078134916'],2015
W2967461606,I172901346,['A5009991826'],2019
W2972946546,I172901346,['A5065273404' 'A5055415170'],2019
W2976136877,I172901346,['A5012187629' 'A5066515109' 'A5007904224'],2019
W2751821866,I172901346,['A5053351584' 'A5085227127' 'A5005394864'],2017
W2802186893,I172901346,['A5049001697'],2018
W1979366894,I172901346,['A5053351584' 'A5054606157' 'A5015643868' 'A5085227127' 'A5005394864'],2015
W4282983017,I172901346,"['A5033687472' 'A5043473226' 'A5039237604' 'A5010603425' 'A5091432901'
 'A5071347106']",2022
W2296948120,I172901346,['A5049312578' 'A5069648636' 'A5056482521' 'A5051190110' 'A5034578325'],2015
W2348980240,I172901346,['A5006629535' 'A5041406405' 'A5007960319' 'A5038020725' 'A5046152300'],2016
W2526225069,I172901346,['A5054606157'],2015
W3103920978,I172901346,['A5074649638' 'A5061647941'],2018
W4220808340,I172901346,['A5015467403'],2022
W4311970253,I172901346,['A5016275704'],2022
W4319318042,I172901346,['A5005065173'],2022
W2514636650,I172901346,['A5115600554' 'A5060287091'],2016
W4285145772,I172901346,['A5013885266'],2022
W3124584257,I172901346,['A5045469496'],2019
W3133699412,I172901346,['A5043308709'],2021
W3135905473,I172901346,['A5043669274'],2019
W4401241007,I172901346,['A5065252394'],2024
W4401616265,I172901346,['A5034375589'],2024
W4284664037,I172901346,['A5082993256' 'A5098309430'],2022
W4382990485,I172901346,['A5086375120' 'A5021530115'],2023
W4384949880,I172901346,"['A5109624481' 'A5108357018' 'A5073369645' 'A5113301139' 'A5055868416'
 'A5055254813' 'A5057426836' 'A5062802661' 'A5089225023' 'A5082275791'
 'A5009989780' 'A5081170088']",2023
W4386628917,I172901346,"['A5050088150' 'A5109293139' 'A5067061182' 'A5002923811' 'A5002398811'
 'A5069791713' 'A5092851120' 'A5024585925']",2023
W4387708059,I172901346,['A5093077712' 'A5026191193'],2023
W4389356914,I172901346,['A5081209814'],2023
W4319788495,I172901346,['A5027522325'],2023
W3000265939,I172901346,['A5013576957' 'A5071424621' 'A5049468217'],2020
W3025089940,I172901346,['A5047141105'],2017
W3088192018,I172901346,['A5029770467'],2020
W3131449897,I172901346,['A5058431701'],2021
W3134360865,I172901346,['A5035183576' 'A5005671590'],2021
W3136274910,I172901346,['A5015943295'],2019
W3148562314,I172901346,['A5035183576' 'A5005671590'],2021
W3180424306,I172901346,['A5062076798' 'A5027700583' 'A5042303961'],2021
W3190411362,I172901346,['A5111752753' 'A5015983433'],2021
W3196908581,I172901346,['A5072208530'],2021
W3201127565,I172901346,['A5082358968' 'A5065458320' 'A5048872078' 'A5042542841'],2021
W4312767226,I172901346,['A5013296768' 'A5023444434'],2022
W2591097243,I172901346,['A5040319911' 'A5103564108'],2017
W2605372234,I172901346,['A5040999914' 'A5016499070'],2017
W2754435984,I172901346,['A5062076798'],2017
W2755879243,I172901346,['A5086552074'],2017
W2768697275,I172901346,['A5004966599'],2017
W2888245503,I172901346,['A5008658301' 'A5044057346' 'A5016014137' 'A5066242911'],2018
W2932211881,I172901346,['A5089372593' 'A5071946593' 'A5028988671'],2018
W2986267715,I172901346,['A5009576646' 'A5005736753'],2019
W2996840434,I172901346,['A5023484997' 'A5086047624' 'A5063612786' 'A5080938350'],2017
W2998112104,I172901346,['A5033529564'],2019
W2763500509,I172901346,['A5081723539' 'A5069121423' 'A5031012039'],2017
W2765422997,I172901346,['A5011791732'],2017
W2810381873,I172901346,['A5103817350'],2018
W2888389461,I172901346,['A5042569189'],2018
W2894643227,I172901346,['A5074820977'],2019
W2895822196,I172901346,['A5001115050' 'A5049468217' 'A5013576957'],2018
W4200182514,I172901346,['A5021924074' 'A5014593532'],2021
W2793782980,I172901346,['A5072234750' 'A5023566580' 'A5049816000' 'A5001636398'],2018
W2894180006,I172901346,['A5051751614' 'A5020046913' 'A5002579881'],2018
W2894674186,I172901346,['A5066668036' 'A5025516565' 'A5084294824'],2018
W1575030161,I172901346,['A5019849300'],2015
W1701368479,I172901346,['A5047780462' 'A5035823565' 'A5051689050'],2015
W4313589714,I172901346,['A5048299936'],2023
W3032499577,I172901346,['A5016607173'],2016
W2961150660,I172901346,['A5024329464' 'A5066759774'],2019
W3190413305,I172901346,['A5032882074' 'A5000001625' 'A5055179483'],2021
W2263366137,I172901346,['A5088469120' 'A5048924419'],2015
W3027342490,I172901346,['A5078015057'],2020
W3027356085,I172901346,['A5015714672' 'A5000025725'],2020
W3048358397,I172901346,['A5080462394'],2020
W3112054467,I172901346,['A5064531385'],2020
W2209968215,I172901346,['A5046561608'],2015
W2109984741,I172901346,['A5029547088'],2015
W2791653205,I172901346,['A5046179892'],2018
W2911438207,I172901346,['A5006464935'],2019
W2944092680,I172901346,['A5064064039'],2019
W2945838512,I172901346,['A5032547962'],2019
W4400772897,I172901346,['A5065280698'],2024
W2759045807,I172901346,['A5025927694'],2017
W2964971864,I172901346,['A5029124154' 'A5020214916' 'A5026050333'],2019
W4393985999,I172901346,['A5024530492'],2024
W4394569994,I172901346,['A5040210365'],2024
W4299837031,I172901346,['A5073606577'],2018
W4312854202,I172901346,['A5055896710'],2017
W4313367316,I172901346,['A5002499751' 'A5027853855' 'A5026879622' 'A5007810243' 'A5085691989'],2022
W4377238290,I172901346,['A5073415745'],2023
W4281400897,I172901346,['A5002608931' 'A5006971985'],2022
W2970483202,I172901346,['A5072448489'],2019
W3204562180,I172901346,['A5053135866' 'A5020739873' 'A5042154547' 'A5029176022'],2021
W3154180784,I172901346,['A5012934125' 'A5032548201'],2021
W2900461475,I172901346,['A5039294488'],2018
W2906166860,I172901346,['A5008819161'],2018
W2963240531,I172901346,['A5003132450'],2018
W2970022477,I172901346,['A5019829624' 'A5045444016' 'A5002046780' 'A5065974941' 'A5012624876'],2019
W4312463939,I172901346,['A5017839918'],2022
W2340634450,I172901346,['A5075599103'],2015
W4292166304,I172901346,"['A5038020725' 'A5022200006' 'A5016827795' 'A5049259288' 'A5082037027'
 'A5041463587']",2022
W4400617634,I172901346,['A5089858405'],2024
W2770429977,I172901346,['A5047874759' 'A5066141631'],2017
W3092609849,I172901346,['A5080977802' 'A5027979474'],2020
W3167302911,I172901346,['A5091550849'],2021
W3212527825,I172901346,['A5006341258'],2021
W4315778042,I172901346,['A5040457452' 'A5031200130'],2023
W4378378485,I172901346,['A5077851811'],2023
W4383534069,I172901346,['A5088992641'],2023
W2981568813,I172901346,['A5085653114'],2019
W2255130525,I172901346,['A5039294488' 'A5027456501' 'A5005587350'],2016
W3104037062,I172901346,"['A5108269070' 'A5044397601' 'A5035116129' 'A5025377390' 'A5052573477'
 'A5055509150' 'A5039632766' 'A5033095430' 'A5032540620']",2017
W4381586809,I172901346,['A5092231020'],2022
W4386332006,I172901346,['A5026121608'],2023
W2593920020,I172901346,"['A5110580159' 'A5032753806' 'A5059050766' 'A5032527903' 'A5109596561'
 'A5029977528']",2017
W3000175677,I172901346,['A5005775888' 'A5014704245'],2019
W3006815943,I172901346,['A5048406334'],2019
W2750624768,I172901346,['A5040215869' 'A5109583928'],2017
W3173950368,I172901346,['A5066700628'],2021
W4244283059,I172901346,['A5049816000'],2021
W4312226597,I172901346,['A5037872829' 'A5069649902'],2022
W2945234090,I172901346,['A5090673973'],2018
W2766751918,I172901346,['A5086911324' 'A5080369888'],2017
W4210995898,I172901346,['A5065968424'],2016
W4214698687,I172901346,['A5017613208' 'A5036185141'],2021
W4224327172,I172901346,['A5047934542'],2022
W4226371549,I172901346,['A5102893639' 'A5058245127' 'A5054929065' 'A5089326836'],2021
W4283728164,I172901346,['A5012610971'],2022
W4285156682,I172901346,['A5092301405'],2022
W4285170742,I172901346,['A5052752401'],2022
W4286930273,I172901346,['A5112853283'],2021
W4288076523,I172901346,['A5014992124'],2021
W4387332275,I172901346,['A5070309904'],2023
W4387377003,I172901346,['A5002457808' 'A5113310336'],2023
W4387668201,I172901346,['A5074271489' 'A5013438458'],2023
W4388930264,I172901346,['A5066011309'],2023
W4389600341,I172901346,['A5071160455'],2023
W2734876530,I172901346,['A5064199838' 'A5064181319'],2017
W3034137687,I172901346,['A5030137035' 'A5051466096'],2020
W4283514780,I172901346,['A5044361599'],2022
W4288697355,I172901346,['A5101940093' 'A5018712122' 'A5008818683' 'A5060867109'],2022
W4309679120,I172901346,['A5046876128'],2022
W4246099041,I172901346,['A5085691989'],2016
W4250103372,I172901346,['A5085691989'],2016
W2973893655,I172901346,['A5017395805' 'A5074043680'],2019
W3005545413,I172901346,['A5082552325' 'A5088717294'],2020
W3046525853,I172901346,['A5070860501'],2020
W3081543512,I172901346,['A5027698684'],2020
W3081724950,I172901346,['A5073407334'],2020
W3120872369,I172901346,['A5008117793'],2020
W4229041371,I172901346,['A5075477318' 'A5001169559' 'A5012000213'],2022
W4233634835,I172901346,['A5085691989'],2016
W4254634358,I172901346,['A5048942945'],2018
W4281674200,I172901346,['A5048037725' 'A5090408102'],2022
W2307539062,I172901346,['A5055183828'],2015
W3103162251,I172901346,['A5040970425' 'A5033879554'],2017
W3118360187,I172901346,['A5103047046'],2021
W3201582041,I172901346,['A5106825211' 'A5113963539'],2021
W4229439320,I172901346,['A5036971877'],2022
W4229449136,I172901346,['A5040916489' 'A5112646470'],2022
W4254136517,I172901346,['A5001390922'],2016
W1490111051,I172901346,['A5081423931'],2015
W2749485951,I172901346,['A5016426343' 'A5071347106' 'A5048582814' 'A5112313341'],2017
W2935768972,I172901346,['A5077585209' 'A5036692508'],2019
W2470992038,I172901346,['A5041443499' 'A5058953599'],2016
W4296070896,I172901346,['A5086911324' 'A5016275704'],2022
W4296733363,I172901346,['A5050758311' 'A5033109951'],2022
W4298163793,I172901346,['A5045097412'],2015
W4300872032,I172901346,['A5067656286'],2016
W2619567337,I172901346,['A5080605581'],2017
W2594764979,I172901346,['A5020214916' 'A5026050333'],2017
W4390575955,I172901346,['A5090623773' 'A5092536181'],2024
W4403610000,I172901346,"['A5053351584' 'A5048182180' 'A5009703353' 'A5091929930' 'A5019647516'
 'A5090699168']",2024
W2995713389,I172901346,['A5111692775'],2019
W3134364750,I172901346,['A5003024384' 'A5036270469' 'A5066776856'],2021
W3203373534,I172901346,['A5050468948' 'A5017934786'],2021
W2735199906,I172901346,['A5000434309'],2017
W2744186006,I172901346,['A5038521456' 'A5051751614' 'A5005213707' 'A5055607532' 'A5067890362'],2016
W4226181159,I172901346,['A5024623698'],2022
W2184737404,I172901346,['A5067053705'],2015
W2801746321,I172901346,['A5078995375'],2018
W2806115048,I172901346,['A5036692508'],2018
W2889111380,I172901346,['A5112384386'],2018
W2900041612,I172901346,['A5030361918' 'A5054912853' 'A5113853779'],2018
W2908832154,I172901346,['A5076776717'],2019
W3083868728,I172901346,['A5019202457'],2020
W3092253871,I172901346,['A5103139331' 'A5057732267'],2020
W3108584540,I172901346,['A5002887494'],2020
W3125751809,I172901346,['A5007657796'],2020
W2470504304,I172901346,['A5059311287'],2016
W2884629989,I172901346,['A5067500844' 'A5021199090' 'A5064597433' 'A5054606157' 'A5064919336'],2018
W3214744730,I172901346,['A5112710004'],2021
W4315491591,I172901346,['A5086988405' 'A5034394479' 'A5066262051'],2023
W4377022396,I172901346,['A5063649629'],2023
W4385454836,I172901346,['A5015570068'],2023
W4205685637,I172901346,['A5060585865'],2022
W4327737054,I172901346,['A5006686816' 'A5006375096' 'A5021485730' 'A5076569605' 'A5027793978'],2023
W4375862935,I172901346,['A5064095602'],2023
W4378170129,I172901346,['A5055930096'],2023
W2906891176,I172901346,['A5018264841' 'A5067125196'],2018
W4386903224,I172901346,['A5060695902' 'A5092911566'],2023
W4387058461,I172901346,['A5056320794' 'A5037736742' 'A5092945889'],2023
W4387168583,I172901346,['A5022616923'],2023
W4388087195,I172901346,['A5069649902' 'A5055666139' 'A5050229522' 'A5052268055'],2023
W4388737630,I172901346,['A5020956778'],2023
W4388795277,I172901346,['A5066137128' 'A5093287642'],2023
W4388822913,I172901346,['A5038109774' 'A5048308773' 'A5056925733' 'A5027218099'],2023
W3114180858,I172901346,['A5112634050' 'A5012913220'],2019
W3120218241,I172901346,['A5011059176' 'A5005670806'],2021
W3122326011,I172901346,['A5031864902' 'A5111604907'],2021
W3126142874,I172901346,['A5085449394'],2017
W903781088,I172901346,['A5010454323'],2015
W4391506679,I172901346,['A5071347106' 'A5069868430' 'A5033687472'],2024
W4392356115,I172901346,['A5002042742' 'A5014084714'],2024
W4392892936,I172901346,['A5078875152'],2024
W4393044049,I172901346,['A5007172335' 'A5044036840' 'A5014827478' 'A5040647275'],2024
W4386909075,I172901346,['A5059338715'],2015
W4388373617,I172901346,['A5013720736'],2023
W4388640905,I172901346,['A5089077878'],2023
W4390174797,I172901346,['A5031257660' 'A5093575249' 'A5002219066' 'A5060565594' 'A5022111076'],2023
W4390197823,I172901346,['A5088085200' 'A5055423772'],2023
W2461395787,I172901346,['A5089222305'],2016
